Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable	Std. Lower Bound	PCA Lower Bound	PCA Conf estimation
?e  author  ?b  ?a  traded_as  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  product  ?e   => ?a  founded_by  ?b	0.015384615	0.142857143	∞	1	7	0	?b	0.0	0.0	0.0
?a  Location  ?e  ?e  author  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  title  ?e   => ?a  founded_by  ?b	0.015384615	0.166666667	∞	1	6	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  id  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  services  ?e   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  author  ?b  ?a  location  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  key_people  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owning_company  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founders  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  known_for  ?a  ?e  name  ?b   => ?a  founded_by  ?b	0.123076923	0.111111111	0.25	8	72	32	?b	0.0	0.0	0.0
?e  boards  ?a  ?e  name  ?b   => ?a  founded_by  ?b	0.030769231	0.090909091	0.222222222	2	22	9	?b	0.0	0.0	0.0
?e  board  ?a  ?e  name  ?b   => ?a  founded_by  ?b	0.015384615	0.090909091	0.25	1	11	4	?b	0.0	0.0	0.0
?e  name  ?b  ?e  salary  ?a   => ?a  founded_by  ?b	0.015384615	0.066666667	0.166666667	1	15	6	?b	0.0	0.0	0.0
?e  name  ?b  ?e  workplaces  ?a   => ?a  founded_by  ?b	0.015384615	0.125	0.142857143	1	8	7	?b	0.0	0.0	0.0
?e  name  ?a  ?e  owning_company  ?b   => ?a  founded_by  ?b	0.015384615	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?e  display  ?a  ?e  key_people  ?b   => ?a  founded_by  ?b	0.030769231	0.333333333	1	2	6	2	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  owner  ?a   => ?a  founded_by  ?b	0.030769231	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
?e  commons_category  ?a  ?e  key_people  ?b   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  predecessor  ?a   => ?a  founded_by  ?b	0.015384615	0.0625	0.5	1	16	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  name  ?a   => ?a  founded_by  ?b	0.061538462	0.097560976	0.173913043	4	41	23	?b	0.0	0.0	0.0
?e  display  ?a  ?e  founders  ?b   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  predecessor  ?a   => ?a  founded_by  ?b	0.030769231	0.4	0.666666667	2	5	3	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  trading_name  ?a   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  author  ?b  ?a  owner  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?a  service  ?e   => ?a  founded_by  ?b	0.015384615	0.045454545	1	1	22	1	?b	0.0	0.0	0.0
?e  author  ?b  ?a  founder  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  designer  ?b  ?e  developer  ?a   => ?a  founded_by  ?b	0.015384615	0.058823529	0.333333333	1	17	3	?b	0.0	0.0	0.0
?e  before  ?b  ?e  title  ?a   => ?a  founded_by  ?b	0.030769231	0.2	0.666666667	2	10	3	?b	0.0	0.0	0.0
?e  before  ?b  ?e  boards  ?a   => ?a  founded_by  ?b	0.015384615	0.125	1	1	8	1	?b	0.0	0.0	0.0
?e  before  ?b  ?e  known  ?a   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?e  notable_student  ?b  ?e  workplaces  ?a   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?e  notable_students  ?b  ?e  workplaces  ?a   => ?a  founded_by  ?b	0.030769231	1	1	2	2	2	?b	0.0	0.0	0.0
?e  ceo  ?b  ?e  display  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  ceo  ?b  ?e  commons  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  alt  ?b  ?e  occupation  ?a   => ?a  founded_by  ?b	0.015384615	0.058823529	0.333333333	1	17	3	?b	0.0	0.0	0.0
?e  display  ?b  ?e  known_for  ?a   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  before  ?b  ?e  employer  ?a   => ?a  founded_by  ?b	0.015384615	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?e  ceo  ?b  ?e  owner  ?a   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  founders  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	3	3	3	1	1	?b	0.0	0.0	0.0
?e  commons  ?b  ?e  known_for  ?a   => ?a  founded_by  ?b	0.015384615	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?e  name  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	3	∞	3	1	0	?b	0.0	0.0	0.0
?e  key_person  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	2	2	2	1	1	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	1	1	1	1	1	?b	0.0	0.0	0.0
?e  owner  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  influences  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  owning_company  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  Ship_owner  ?b  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  starring  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  birth_year  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  known_for  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?e  spouse  ?b   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  nationality  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  birth_name  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  birth_place  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  residence  ?e   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  birth_date  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  name  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.046153846	∞	∞	3	0	0	?b	0.0	0.0	0.0
?b  caption  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	0.019047619	∞	2	105	0	?b	0.0	0.0	0.0
?b  occupation  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	1	2	2	2	1	?b	0.0	0.0	0.0
?b  alma_mater  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.030769231	∞	∞	2	0	0	?b	0.0	0.0	0.0
?b  children  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  parents  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  spouse  ?e   => ?a  founded_by  ?b	0.015384615	0.055555556	0.111111111	1	18	9	?b	0.0	0.0	0.0
?b  networth_($)  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  salary_($)  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  relatives  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  title  ?e   => ?a  founded_by  ?b	0.015384615	0.5	∞	1	2	0	?b	0.0	0.0	0.0
?b  date_of_birth  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  education  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  imagesize  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	0.5	1	1	2	1	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  salary  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  place_of_birth  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  networth  ?e  ?e  publisher  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  relation  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  publisher  ?a  ?b  short_description  ?e   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  manufacturer  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  author  ?b  ?e  owner  ?a   => ?a  founded_by  ?b	0.015384615	0.111111111	0.2	1	9	5	?b	0.0	0.0	0.0
?e  guest_star  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  founder  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  key_person  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  key_people  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  alt  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  spouse  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  founded_by  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  relations  ?b  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  children  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  residence  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  caption  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  relatives  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  salary_($)  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  birth_name  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  occupation  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  title  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  award  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  networth_($)  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  known  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  active_years_start_year  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?e  work  ?a  ?b  years_active  ?e   => ?a  founded_by  ?b	0.015384615	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  VIAF_Id  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  net_worth  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  relative  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  alma_mater  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  LCCN_Id  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  individualised_GND_number  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  website  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	0.05	∞	1	20	0	?b	0.0	0.0	0.0
?b  birth_year  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  home_town  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  alt  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  birth_place  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  birth_date  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?b  salary  ?e  ?e  work  ?a   => ?a  founded_by  ?b	0.015384615	∞	∞	1	0	0	?b	0.0	0.0	0.0
?a  key_people  ?b  ?b  known_for  ?a   => ?a  founder  ?b	0.014084507	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?b  known_for  ?a  ?b  workplaces  ?a   => ?a  founder  ?b	0.014084507	0.25	0.5	1	4	2	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  occupation  ?a   => ?a  founder  ?b	0.070422535	0.5	0.833333333	5	10	6	?b	0.0	0.0	0.0
?a  key_people  ?b  ?b  occupation  ?a   => ?a  founder  ?b	0.070422535	0.384615385	0.625	5	13	8	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?b  title  ?a   => ?a  founder  ?b	0.028169014	1	1	2	2	2	?b	0.0	0.0	0.0
?b  known_for  ?a  ?b  occupation  ?a   => ?a  founder  ?b	0.014084507	0.125	1	1	8	1	?b	0.0	0.0	0.0
?a  key_person  ?b  ?b  title  ?a   => ?a  founder  ?b	0.014084507	0.5	1	1	2	1	?b	0.0	0.0	0.0
?b  known  ?a  ?b  title  ?a   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?b  known  ?a   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  title  ?a   => ?a  founder  ?b	0.028169014	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?b  boards  ?a  ?b  known  ?a   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?b  workplaces  ?a   => ?a  founder  ?b	0.014084507	0.5	1	1	2	1	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  key_people  ?b   => ?a  founder  ?b	0.112676056	0.727272727	0.888888889	8	11	9	?b	0.0	0.0	0.0
?a  founded_by  ?b  ?a  key_person  ?b   => ?a  founder  ?b	0.112676056	0.533333333	0.888888889	8	15	9	?b	0.0	0.0	0.0
?b  boards  ?a  ?a  key_person  ?b   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?b  name  ?f  ?f  workplaces  ?a   => ?a  founder  ?b	0.014084507	0.142857143	0.166666667	1	7	6	?b	0.0	0.0	0.0
?f  known_for  ?a  ?b  name  ?f   => ?a  founder  ?b	0.056338028	0.076923077	0.153846154	4	52	26	?b	0.0	0.0	0.0
?f  boards  ?a  ?b  name  ?f   => ?a  founder  ?b	0.014084507	0.071428571	0.111111111	1	14	9	?b	0.0	0.0	0.0
?a  key_people  ?f  ?b  name  ?f   => ?a  founder  ?b	0.056338028	0.137931034	0.333333333	4	29	12	?b	0.0	0.0	0.0
?a  founder  ?f  ?b  name  ?f   => ?a  founder  ?b	0.338028169	0.96	1	24	25	24	?b	0.0	0.0	0.0
?a  key_person  ?f  ?b  name  ?f   => ?a  founder  ?b	0.070422535	0.15625	0.333333333	5	32	15	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  name  ?f   => ?a  founder  ?b	0.183098592	0.448275862	0.722222222	13	29	18	?b	0.0	0.0	0.0
?a  ceo  ?f  ?b  name  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?f  commons_category  ?a  ?b  occupation  ?f   => ?a  founder  ?b	0.014084507	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?f  display  ?a  ?b  occupation  ?f   => ?a  founder  ?b	0.014084507	0.03030303	0.25	1	33	4	?b	0.0	0.0	0.0
?a  display  ?f  ?b  occupation  ?f   => ?a  founder  ?b	0.014084507	0.03030303	0.25	1	33	4	?b	0.0	0.0	0.0
?a  commons_category  ?f  ?b  occupation  ?f   => ?a  founder  ?b	0.014084507	0.083333333	0.5	1	12	2	?b	0.0	0.0	0.0
?b  birth_place  ?f  ?a  region_served  ?f   => ?a  founder  ?b	0.028169014	0.054054054	0.222222222	2	37	9	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  birth_place  ?f   => ?a  founder  ?b	0.014084507	0.083333333	0.333333333	1	12	3	?b	0.0	0.0	0.0
?b  occupation  ?f  ?a  successor  ?f   => ?a  founder  ?b	0.014084507	0.018867925	0.2	1	53	5	?b	0.0	0.0	0.0
?f  display  ?a  ?b  title  ?f   => ?a  founder  ?b	0.028169014	0.125	1	2	16	2	?b	0.0	0.0	0.0
?f  commons  ?a  ?b  title  ?f   => ?a  founder  ?b	0.028169014	0.285714286	1	2	7	2	?b	0.0	0.0	0.0
?a  commons  ?f  ?b  title  ?f   => ?a  founder  ?b	0.028169014	0.5	1	2	4	2	?b	0.0	0.0	0.0
?a  display  ?f  ?b  title  ?f   => ?a  founder  ?b	0.028169014	0.222222222	1	2	9	2	?b	0.0	0.0	0.0
?a  founded_by  ?f  ?b  spouse  ?f   => ?a  founder  ?b	0.028169014	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
?b  known_for  ?f  ?a  name  ?f   => ?a  founder  ?b	0.014084507	0.045454545	0.166666667	1	22	6	?b	0.0	0.0	0.0
?a  location_city  ?f  ?b  residence  ?f   => ?a  founder  ?b	0.070422535	0.074626866	0.166666667	5	67	30	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  residence  ?f   => ?a  founder  ?b	0.014084507	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?a  region_served  ?f  ?b  residence  ?f   => ?a  founder  ?b	0.014084507	0.055555556	0.111111111	1	18	9	?b	0.0	0.0	0.0
?b  children  ?f  ?a  products  ?f   => ?a  founder  ?b	0.014084507	0.2	0.2	1	5	5	?b	0.0	0.0	0.0
?a  owning_company  ?f  ?b  title  ?f   => ?a  founder  ?b	0.014084507	0.014084507	0.333333333	1	71	3	?b	0.0	0.0	0.0
?a  founder  ?f  ?b  spouse  ?f   => ?a  founder  ?b	0.028169014	0.117647059	1	2	17	2	?b	0.0	0.0	0.0
?b  children  ?f  ?a  industry  ?f   => ?a  founder  ?b	0.014084507	0.333333333	0.333333333	1	3	3	?b	0.0	0.0	0.0
?a  successor  ?f  ?b  title  ?f   => ?a  founder  ?b	0.014084507	0.090909091	1	1	11	1	?b	0.0	0.0	0.0
?b  education  ?f  ?a  products  ?f   => ?a  founder  ?b	0.014084507	0.1	0.1	1	10	10	?b	0.0	0.0	0.0
?a  area_served  ?f  ?b  nationality  ?f   => ?a  founder  ?b	0.014084507	0.1	0.333333333	1	10	3	?b	0.0	0.0	0.0
?b  nationality  ?f  ?a  region_served  ?f   => ?a  founder  ?b	0.014084507	0.032258065	0.111111111	1	31	9	?b	0.0	0.0	0.0
?a  products  ?f  ?b  relatives  ?f   => ?a  founder  ?b	0.014084507	0.066666667	0.2	1	15	5	?b	0.0	0.0	0.0
?a  industry  ?f  ?b  relatives  ?f   => ?a  founder  ?b	0.014084507	0.111111111	0.333333333	1	9	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  display  ?a   => ?a  founder  ?b	0.028169014	0.166666667	0.5	2	12	4	?b	0.0	0.0	0.0
?b  boards  ?f  ?f  commons  ?a   => ?a  founder  ?b	0.028169014	0.2	0.666666667	2	10	3	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  display  ?f   => ?a  founder  ?b	0.028169014	0.166666667	0.5	2	12	4	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  commons  ?f   => ?a  founder  ?b	0.028169014	1	1	2	2	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  industry  ?f   => ?a  founder  ?b	0.014084507	0.111111111	0.166666667	1	9	6	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  successor  ?f   => ?a  founder  ?b	0.014084507	0.066666667	0.5	1	15	2	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  products  ?f   => ?a  founder  ?b	0.014084507	0.066666667	0.1	1	15	10	?b	0.0	0.0	0.0
?b  boards  ?f  ?a  name  ?f   => ?a  founder  ?b	0.014084507	0.125	0.2	1	8	5	?b	0.0	0.0	0.0
?b  after  ?f  ?f  title  ?a   => ?a  founder  ?b	0.028169014	0.1	0.333333333	2	20	6	?b	0.0	0.0	0.0
?b  after  ?f  ?f  employer  ?a   => ?a  founder  ?b	0.014084507	0.333333333	0.5	1	3	2	?b	0.0	0.0	0.0
?b  after  ?f  ?f  boards  ?a   => ?a  founder  ?b	0.014084507	0.066666667	0.166666667	1	15	6	?b	0.0	0.0	0.0
?b  after  ?f  ?f  known  ?a   => ?a  founder  ?b	0.014084507	0.5	0.5	1	2	2	?b	0.0	0.0	0.0
?b  after  ?f  ?a  key_person  ?f   => ?a  founder  ?b	0.014084507	0.083333333	0.25	1	12	4	?b	0.0	0.0	0.0
?b  after  ?f  ?a  founded_by  ?f   => ?a  founder  ?b	0.014084507	0.090909091	0.333333333	1	11	3	?b	0.0	0.0	0.0
?b  after  ?f  ?a  founder  ?f   => ?a  founder  ?b	0.014084507	0.125	0.5	1	8	2	?b	0.0	0.0	0.0
?b  before  ?f  ?f  title  ?a   => ?a  founder  ?b	0.014084507	0.083333333	0.2	1	12	5	?b	0.0	0.0	0.0
?b  before  ?f  ?f  boards  ?a   => ?a  founder  ?b	0.014084507	0.111111111	0.166666667	1	9	6	?b	0.0	0.0	0.0
?b  before  ?f  ?a  key_person  ?f   => ?a  founder  ?b	0.014084507	0.25	0.333333333	1	4	3	?b	0.0	0.0	0.0
?b  before  ?f  ?a  founded_by  ?f   => ?a  founder  ?b	0.014084507	0.125	0.25	1	8	4	?b	0.0	0.0	0.0
?b  before  ?f  ?a  ceo  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?f  display  ?a  ?b  known  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?f  commons  ?a  ?b  known  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?b  before  ?f  ?a  founder  ?f   => ?a  founder  ?b	0.014084507	0.166666667	0.333333333	1	6	3	?b	0.0	0.0	0.0
?b  education  ?f  ?a  industry  ?f   => ?a  founder  ?b	0.014084507	0.166666667	0.166666667	1	6	6	?b	0.0	0.0	0.0
?b  alt  ?f  ?f  occupation  ?a   => ?a  founder  ?b	0.014084507	0.2	0.333333333	1	5	3	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  key_person  ?f   => ?a  founder  ?b	0.028169014	1	1	2	2	2	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  key_people  ?f   => ?a  founder  ?b	0.028169014	1	1	2	2	2	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  founded_by  ?f   => ?a  founder  ?b	0.028169014	0.666666667	0.666666667	2	3	3	?b	0.0	0.0	0.0
?b  alt  ?f  ?a  founder  ?f   => ?a  founder  ?b	0.028169014	1	1	2	2	2	?b	0.0	0.0	0.0
?b  death_place  ?f  ?a  foundation_place  ?f   => ?a  founder  ?b	0.014084507	0.166666667	0.2	1	6	5	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founded_by  ?f   => ?a  founder  ?b	0.014084507	0.333333333	1	1	3	1	?b	0.0	0.0	0.0
?b  display  ?f  ?a  founder  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
?a  founder  ?f  ?f  name  ?b   => ?a  founder  ?b	0.338028169	0.52173913	1	24	46	24	?b	0.0	0.0	0.0
?f  alt  ?b  ?a  founder  ?f   => ?a  founder  ?b	0.028169014	0.666666667	1	2	3	2	?b	0.0	0.0	0.0
?a  founder  ?f  ?f  spouse  ?b   => ?a  founder  ?b	0.028169014	0.043478261	1	2	46	2	?b	0.0	0.0	0.0
?f  before  ?b  ?a  founder  ?f   => ?a  founder  ?b	0.014084507	0.2	0.5	1	5	2	?b	0.0	0.0	0.0
?f  display  ?b  ?a  founder  ?f   => ?a  founder  ?b	0.014084507	1	1	1	1	1	?b	0.0	0.0	0.0
