id,triples,label,lpmln hard rules -q keyPerson(True Positive),lpmln hard rules -q not_keyPerson(False Positive),asp
62,"['General_Electric', 'Jeffrey_R._Immelt']",1,"[""keyPerson('General_Electric_Company_plc', 'Jeffrey_R._Immelt') 1.0"", ""keyPerson('General_Electric', 'Jeffrey_R._Immelt') 1.0""]",[],"['keyPerson(""General_Electric"",""Jeffrey_R._Immelt"")', 'keyPerson(""General_Electric_Company_plc"",""Jeffrey_R._Immelt"")']"
65,"['Goldman_Sachs', 'Lloyd_Blankfein']",1,"[""keyPerson('Goldman_Sachs', 'Lloyd_Blankfein') 1.0""]",[],"['keyPerson(""Goldman_Sachs"",""Lloyd_Blankfein"")']"
84,"['Kaplan,_Inc.', 'Andrew_S._Rosen']",1,"[""keyPerson('Kaplan,_Inc.', 'Andrew_S._Rosen') 1.0""]",[],"['keyPerson(""Kaplan,_Inc."",""Andrew_S._Rosen"")']"
49,"['Kodak', 'Jeff_Clarke_(businessman)']",1,"[""keyPerson('Kodak', 'Jeff_Clarke_(businessman)') 1.0"", ""keyPerson('Jeff_Clarke_(businessman)__1', 'Kodak') 1.0"", ""keyPerson('Photography pioneer, Founder of Eastman Kodak', 'Jeff_Clarke_(businessman)') 1.0""]",[],"['keyPerson(""Kodak"",""Jeff_Clarke_(businessman)"")', 'keyPerson(""Jeff_Clarke_(businessman)__1"",""Kodak"")']"
90,"['Manchester_United_F.C.', 'David_Gill_(executive)']",1,"[""keyPerson('Manchester_United_F.C.', 'David_Gill_(executive)') 1.0""]",[],"['keyPerson(""Manchester_United_F.C."",""David_Gill_(executive)"")']"
91,"['Mercedes-Benz', 'Dieter_Zetsche']",1,"[""keyPerson('Mercedes-Benz', 'Dieter_Zetsche') 1.0"", ""keyPerson('Dieter_Zetsche__1', 'Mercedes-Benz_S-Class') 1.0"", ""keyPerson('Dieter_Zetsche__1', 'Mercedes-Benz') 1.0""]",[],"['keyPerson(""Mercedes-Benz"",""Dieter_Zetsche"")', 'keyPerson(""Dieter_Zetsche__1"",""Mercedes-Benz"")', 'keyPerson(""Dieter_Zetsche__1"",""Mercedes-Benz_S-Class"")']"
101,"['Nation_Media_Group', 'Wilfred_Kiboro']",1,"[""keyPerson('Nation_Media_Group', 'Wilfred_Kiboro') 1.0""]",[],"['keyPerson(""Nation_Media_Group"",""Wilfred_Kiboro"")']"
135,"['Sbarro', 'James_J._Greco']",1,"[""keyPerson('Sbarro', 'James_J._Greco') 1.0""]",[],"['keyPerson(""Sbarro"",""James_J._Greco"")']"
142,"['SoftBank', 'Masayoshi_Son']",1,"[""keyPerson('SoftBank', 'Masayoshi_Son') 1.0""]",[],"['keyPerson(""SoftBank"",""Masayoshi_Son"")']"
153,"['Sulekha', 'Satya_Prabhakar']",1,"[""keyPerson('Sulekha', 'Satya_Prabhakar') 1.0""]",[],"['keyPerson(""Sulekha"",""Satya_Prabhakar"")']"
148,"['Sun_Hung_Kai_Properties', 'Walter_Kwok']",1,"[""keyPerson('Sun_Hung_Kai_Properties', 'Walter_Kwok') 1.0""]",[],"['keyPerson(""Sun_Hung_Kai_Properties"",""Walter_Kwok"")']"
151,"['SunTrust_Banks', 'James_M._Wells,_III']",1,"[""keyPerson('SunTrust_Banks', 'James_M._Wells,_III') 1.0""]",[],"['keyPerson(""SunTrust_Banks"",""James_M._Wells,_III"")']"
156,"['Tata_Consultancy_Services', 'Natarajan_Chandrasekaran']",1,"[""keyPerson('Tata_Consultancy_Services', 'Natarajan_Chandrasekaran') 1.0""]",[],"['keyPerson(""Tata_Consultancy_Services"",""Natarajan_Chandrasekaran"")']"
160,"['Temasek_Holdings', 'Ho_Ching']",1,"[""keyPerson('Temasek_Holdings', 'Ho_Ching') 1.0""]",[],"['keyPerson(""Temasek_Holdings"",""Ho_Ching"")']"
167,"['The_Siegel_Group', 'Steve_Siegel']",1,"[""keyPerson('The_Siegel_Group', 'Steve_Siegel') 1.0""]",[],"['keyPerson(""The_Siegel_Group"",""Steve_Siegel"")']"
169,"['The_Trump_Organization', 'Donald_Trump']",1,"[""keyPerson('The_Trump_Organization', 'Donald_Trump_Jr.') 1.0"", ""keyPerson('The_Trump_Organization', 'Donald_Trump') 1.0""]",[],"['keyPerson(""The_Trump_Organization"",""Donald_Trump_Jr."")', 'keyPerson(""The_Trump_Organization"",""Donald_Trump"")']"
176,"['UBS', 'Sergio_Ermotti']",1,"[""keyPerson('UBS', 'Sergio_Ermotti') 1.0""]",[],"['keyPerson(""UBS"",""Sergio_Ermotti"")']"
197,"['Wipro', 'T_K_Kurien']",1,"[""keyPerson('Wipro', 'T_K_Kurien') 1.0""]",[],"['keyPerson(""Wipro"",""T_K_Kurien"")']"
5,"['Agenus', 'Garo_H._Armen']",1,[],[],[]
18,"['Banco_Bilbao_Vizcaya_Argentaria', 'Francisco_Gonz\xc3\xa1lez_(banker)']",1,[],[],[]
26,"['BMW', 'Norbert_Reithofer']",1,[],[],[]
30,"['Canonical_(company)', 'Jane_Silber']",1,[],[],[]
33,"['Cavium', 'Syed_B._Ali']",1,[],[],[]
44,"['Deutsche_Bank', 'Juergen_Fitschen']",1,[],[],[]
52,"['Electronic_Arts', 'Andrew_Wilson_(businessman)']",1,[],[],[]
63,"['Gerdau', 'Andr\xc3\xa9_Bier_Gerdau_Johannpeter']",1,[],[],[]
78,"['IKEA', 'Mikael_Ohlsson']",1,[],[],[]
81,"['InterCall', 'Scott_Etzler']",1,[],[],[]
82,"['J.Crew', 'Mickey_Drexler']",1,[],[],[]
83,"['Juniper_Networks', 'Kevin_Johnson_(executive)']",1,[],[],[]
93,"['MetLife', 'C._Robert_Henrikson']",1,[],[],[]
106,"['Nike,_Inc.', 'Mark_Parker']",1,[],[],[]
113,"['Outback_Steakhouse', 'Chris_T._Sullivan']",1,[],[],[]
118,"['Popular,_Inc.', 'Richard_Carri\xc3\xb3n']",1,[],[],[]
119,"['Prudential_Financial', 'John_Strangfeld']",1,[],[],[]
128,"['The_Royal_Bank_of_Scotland', 'Ross_McEwan']",1,[],[],[]
130,"['Saab_Automobile', 'Jan-\xc3\x85ke_Jonsson']",1,[],[],[]
131,"['SandRidge_Energy', 'Tom_L._Ward']",1,[],[],[]
136,"['Scottrade', 'Rodger_O._Riney']",1,[],[],[]
138,"['Simon_Property_Group', 'David_Simon_(CEO)']",1,[],[],[]
139,"['Singtel', 'Chua_Sock_Koong']",1,[],[],[]
141,"['Sleep_Country_Canada', 'Stephen_K._Gunn']",1,[],[],[]
145,"['Sony_Computer_Entertainment', 'Andrew_House']",1,[],[],[]
162,"['Tim_Hortons', 'Paul_D._House']",1,[],[],[]
164,"[""Tod's"", 'Diego_Della_Valle']",1,[],[],"['keyPerson(""Tod\'s"",""Diego_Della_Valle"")', 'not_keyPerson(""Tod\'s"",""Diego_Della_Valle"")']"
165,"['TJX_Companies', 'Carol_Meyrowitz']",1,[],[],[]
170,"['Toyota', 'Hiroshi_Okuda']",1,[],[],[]
172,"['TradeKing', 'Donato_A._Montanaro']",1,[],[],[]
173,"['Turner_Broadcasting_System', 'Philip_I._Kent']",1,[],[],[]
175,"['UAL_Corporation', 'Glenn_Tilton']",1,[],[],[]
177,"['U.S._Century_Bank', 'Octavio_Hern\xc3\xa1ndez']",1,[],[],[]
178,"['United_Parcel_Service', 'Scott_Davis_(businessman)']",1,[],[],[]
179,"['UGI_Corporation', 'Lon_R._Greenberg']",1,[],[],[]
181,"['Valero_Energy', 'William_R._Klesse']",1,[],[],[]
189,"['Walgreens', 'Gregory_Wasson']",1,[],[],[]
191,"['Warner_Bros.', 'Barry_Meyer']",1,[],[],[]
195,"['Williams-Sonoma', 'Laura_J._Alber']",1,[],[],[]
,,1,,,
